City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
262,Salvador,SV,2022-06-02 18:49:39,13.8333,-88.9167,84.24,54,100,4.54,overcast clouds
263,Bulungu,CD,2022-06-02 18:49:39,-4.55,18.6,77.54,58,51,0.83,broken clouds
264,Maceio,BR,2022-06-02 18:49:40,-9.6658,-35.7353,78.24,83,75,4.61,broken clouds
265,Yellowknife,CA,2022-06-02 18:46:23,62.456,-114.3525,59.56,38,20,16.11,few clouds
266,Masuda,JP,2022-06-02 18:49:40,34.6667,131.85,62.98,80,0,5.17,clear sky
267,Whitehorse,CA,2022-06-02 18:47:42,60.7161,-135.0538,72.1,27,40,0.0,scattered clouds
268,Vila Franca Do Campo,PT,2022-06-02 18:49:41,37.7167,-25.4333,70.2,75,94,5.3,overcast clouds
269,Srivardhan,IN,2022-06-02 18:49:42,18.0333,73.0167,81.86,83,100,6.13,overcast clouds
270,Marsa Matruh,EG,2022-06-02 18:49:42,31.3525,27.2453,72.54,76,0,6.51,clear sky
271,Freeport,US,2022-06-02 18:49:42,40.6576,-73.5832,81.48,72,75,10.36,broken clouds
272,Tuatapere,NZ,2022-06-02 18:49:43,-46.1333,167.6833,45.18,83,100,9.98,overcast clouds
273,Gat,IL,2022-06-02 18:49:43,31.61,34.7642,75.4,73,0,4.43,clear sky
274,Estelle,US,2022-06-02 18:49:43,29.8458,-90.1067,91.99,52,75,6.91,broken clouds
275,Richards Bay,ZA,2022-06-02 18:49:44,-28.783,32.0377,61.54,77,0,5.86,clear sky
276,Broken Hill,AU,2022-06-02 18:50:44,-31.95,141.4333,47.66,75,100,8.01,overcast clouds
277,Dawson Creek,CA,2022-06-02 18:50:45,55.7666,-120.2362,67.64,32,0,6.91,clear sky
278,Saint-Francois,FR,2022-06-02 18:50:45,46.4154,3.9054,72.84,56,96,6.91,overcast clouds
279,Chicama,PE,2022-06-02 18:50:45,-7.8447,-79.1469,64.94,57,17,10.09,few clouds
280,Biak,ID,2022-06-02 18:50:46,-0.9131,122.8766,76.48,80,100,3.09,overcast clouds
281,Concarneau,FR,2022-06-02 18:50:46,47.875,-3.9225,74.19,79,6,3.4,clear sky
282,Wilhelmsburg,AT,2022-06-02 18:50:47,48.1057,15.6054,67.1,80,99,2.84,overcast clouds
283,Khingansk,RU,2022-06-02 18:50:47,49.1167,131.1833,45.91,96,84,7.11,broken clouds
284,San Martin,AR,2022-06-02 18:50:48,-33.081,-68.4681,52.34,36,3,6.11,clear sky
285,Souillac,MU,2022-06-02 18:50:48,-20.5167,57.5167,73.78,78,75,5.75,broken clouds
286,Buarcos,PT,2022-06-02 18:50:48,40.166,-8.8768,70.14,82,41,12.15,scattered clouds
287,Embonas,GR,2022-06-02 18:50:49,36.2269,27.8564,71.73,75,31,3.96,scattered clouds
288,Santa Rosa,PH,2022-06-02 18:47:37,14.3122,121.1114,83.1,86,100,2.46,overcast clouds
289,Sao Felix Do Xingu,BR,2022-06-02 18:50:49,-6.6447,-51.995,86.09,57,67,4.18,broken clouds
290,Puro,PH,2022-06-02 18:50:50,12.4841,123.3827,81.3,77,100,2.95,overcast clouds
291,Marathon,US,2022-06-02 18:50:50,44.9,-89.7668,74.44,33,2,13.2,clear sky
292,Lac-Megantic,CA,2022-06-02 18:47:38,45.5834,-70.8823,70.56,44,100,2.44,overcast clouds
293,Saint-Joseph,RE,2022-06-02 18:50:50,-21.3667,55.6167,68.38,76,0,6.26,clear sky
294,Makakilo City,US,2022-06-02 18:50:51,21.3469,-158.0858,77.32,71,75,9.22,broken clouds
295,Illapel,CL,2022-06-02 18:50:51,-31.6308,-71.1653,62.51,41,100,6.71,light rain
296,Ambulu,ID,2022-06-02 18:50:52,-8.345,113.6058,75.09,89,53,1.61,broken clouds
297,Kununurra,AU,2022-06-02 18:50:52,-15.7667,128.7333,76.98,94,100,0.0,overcast clouds
298,Kapuskasing,CA,2022-06-02 18:50:52,49.4169,-82.4331,66.29,34,75,4.61,broken clouds
299,Grindavik,IS,2022-06-02 18:50:53,63.8424,-22.4338,48.67,76,100,13.8,overcast clouds
300,Vila Velha,BR,2022-06-02 18:50:53,-20.3297,-40.2925,91.35,46,0,10.36,clear sky
301,Kushiro,JP,2022-06-02 18:50:53,42.975,144.3747,46.85,94,100,8.66,overcast clouds
302,Road Town,VG,2022-06-02 18:48:44,18.4167,-64.6167,86.04,66,40,11.5,scattered clouds
303,Nishihara,JP,2022-06-02 18:50:54,26.1842,127.7558,76.28,97,40,9.22,scattered clouds
304,Fallon,US,2022-06-02 18:50:55,39.4735,-118.7774,80.46,15,75,3.44,broken clouds
305,Almaznyy,RU,2022-06-02 18:50:55,48.0448,40.045,66.51,65,1,8.3,clear sky
306,Kibre Mengist,ET,2022-06-02 18:50:55,5.8833,38.9833,56.5,96,59,2.01,broken clouds
307,Oranjemund,NA,2022-06-02 18:50:56,-28.55,16.4333,58.14,51,0,7.81,clear sky
308,Jumla,NP,2022-06-02 18:50:56,29.2747,82.1838,54.81,64,0,3.89,clear sky
309,Salalah,OM,2022-06-02 18:50:56,17.0151,54.0924,81.37,74,42,4.45,scattered clouds
310,Beloha,MG,2022-06-02 18:50:57,-25.1667,45.05,61.66,76,3,5.88,clear sky
311,Tarauaca,BR,2022-06-02 18:50:57,-8.1614,-70.7656,87.94,52,100,2.8,overcast clouds
312,Jalu,LY,2022-06-02 18:50:58,29.0331,21.5482,88.68,16,0,12.82,clear sky
313,Nelson Bay,AU,2022-06-02 18:50:58,-32.7167,152.15,43.09,95,47,6.4,scattered clouds
314,Sur,OM,2022-06-02 18:50:58,22.5667,59.5289,84.85,61,49,13.06,scattered clouds
315,Kolaras,IN,2022-06-02 18:50:59,25.2333,77.6,93.25,20,91,7.23,overcast clouds
316,Muros,ES,2022-06-02 18:51:00,42.7762,-9.0603,69.1,69,10,4.79,clear sky
317,Waingapu,ID,2022-06-02 18:51:00,-9.6567,120.2641,76.32,83,17,4.23,few clouds
318,Luena,AO,2022-06-02 18:51:00,-11.7833,19.9167,55.18,57,9,5.59,clear sky
319,Coihaique,CL,2022-06-02 18:48:12,-45.5752,-72.0662,29.01,100,75,3.44,broken clouds
320,Tiarei,PF,2022-06-02 18:51:01,-17.5333,-149.3333,75.22,83,100,16.46,light rain
321,Atasu,KZ,2022-06-02 18:52:01,48.6814,71.6433,58.03,39,0,6.49,clear sky
322,Ornskoldsvik,SE,2022-06-02 18:52:02,63.2909,18.7153,53.62,76,100,3.6,light rain
323,Bitung,ID,2022-06-02 18:52:02,1.4451,125.1824,74.25,81,100,6.49,overcast clouds
324,Naze,JP,2022-06-02 18:52:03,28.3667,129.4833,70.72,90,100,7.67,overcast clouds
325,Clearlake,US,2022-06-02 18:52:03,38.9582,-122.6264,87.35,22,100,9.69,overcast clouds
326,Tambacounda,SN,2022-06-02 18:52:05,13.7539,-13.7586,96.85,38,0,4.61,clear sky
327,Uslar,DE,2022-06-02 18:52:05,51.6569,9.635,63.84,79,78,5.03,broken clouds
328,Qaqortoq,GL,2022-06-02 18:52:05,60.7167,-46.0333,44.11,61,0,5.37,clear sky
329,Marawi,PH,2022-06-02 18:52:06,7.9986,124.2928,68.22,92,100,2.39,overcast clouds
330,Palmer,US,2022-06-02 18:51:57,42.1584,-72.3287,76.55,66,100,0.0,overcast clouds
331,Pula,HR,2022-06-02 18:48:16,44.8683,13.8481,73.96,68,0,4.61,clear sky
332,Coolum Beach,AU,2022-06-02 18:52:07,-26.5333,153.1,54.23,89,6,3.94,clear sky
333,Ponta Do Sol,PT,2022-06-02 18:52:08,32.6667,-17.1,71.71,72,61,8.32,broken clouds
334,Port Hedland,AU,2022-06-02 18:52:08,-20.3167,118.5667,59.05,88,3,9.22,clear sky
335,Palaikastron,GR,2022-06-02 18:52:08,35.2,26.25,72.05,71,0,15.86,clear sky
336,Panguna,PG,2022-06-02 18:52:09,-6.3164,155.4848,65.82,94,7,1.21,clear sky
337,Urumqi,CN,2022-06-02 18:52:09,43.801,87.6005,58.15,67,0,2.24,clear sky
338,Erdenet,MN,2022-06-02 18:52:10,49.0333,104.0833,50.67,83,100,3.09,overcast clouds
339,Ixtapa,MX,2022-06-02 18:52:10,20.7,-105.2,88.99,47,7,9.82,clear sky
340,Gaimersheim,DE,2022-06-02 18:52:11,48.807,11.368,69.71,46,75,3.44,broken clouds
341,Victoria,HK,2022-06-02 18:50:41,22.2855,114.1577,83.32,87,78,11.99,broken clouds
342,Fuerte Olimpo,PY,2022-06-02 18:52:12,-21.0415,-57.8738,70.12,55,100,7.92,overcast clouds
343,Sibolga,ID,2022-06-02 18:52:12,1.7427,98.7792,75.25,89,93,2.06,overcast clouds
344,Guerrero Negro,MX,2022-06-02 18:48:53,27.9769,-114.0611,71.15,53,0,13.71,clear sky
345,Hami,CN,2022-06-02 18:52:13,42.8,93.45,68.56,35,18,13.85,few clouds
346,Camacha,PT,2022-06-02 18:52:13,33.0833,-16.3333,65.62,73,40,12.66,scattered clouds
347,Taoudenni,ML,2022-06-02 18:52:14,22.6783,-3.9836,104.11,9,18,10.09,few clouds
348,Ambon,ID,2022-06-02 18:52:14,-3.6954,128.1814,75.34,94,40,2.3,scattered clouds
349,Constitucion,CL,2022-06-02 18:52:15,-35.3333,-72.4167,55.31,65,100,11.92,overcast clouds
350,Husavik,IS,2022-06-02 18:52:15,66.0449,-17.3389,47.16,90,100,10.16,overcast clouds
351,Norden,DE,2022-06-02 18:52:15,53.6,7.2,57.94,78,43,5.61,scattered clouds
352,Bogorodskoye,RU,2022-06-02 18:52:16,56.55,37.8833,61.07,94,100,4.79,overcast clouds
353,Ikalamavony,MG,2022-06-02 18:52:16,-21.15,46.5833,57.24,84,34,9.01,scattered clouds
354,Kahului,US,2022-06-02 18:52:17,20.8947,-156.47,82.98,72,20,8.99,few clouds
355,Sisimiut,GL,2022-06-02 18:52:17,66.9395,-53.6735,44.51,46,40,10.4,scattered clouds
356,Geraldton,AU,2022-06-02 18:52:18,-28.7667,114.6,48.61,87,0,4.61,clear sky
357,Penapolis,BR,2022-06-02 18:52:18,-21.4197,-50.0775,85.84,42,70,10.33,broken clouds
358,Prieska,ZA,2022-06-02 18:52:19,-29.6641,22.7474,54.39,20,0,3.89,clear sky
359,Mackenzie,CA,2022-06-02 18:52:19,55.2999,-123.1698,70.02,24,0,8.05,clear sky
360,Ahipara,NZ,2022-06-02 18:52:19,-35.1667,173.1667,58.96,78,15,18.79,few clouds
361,Zubova Polyana,RU,2022-06-02 18:52:20,54.0771,42.8372,63.34,89,100,6.62,overcast clouds
362,Ormara,PK,2022-06-02 18:52:20,25.2088,64.6357,82.94,79,4,22.35,clear sky
363,Jackson,US,2022-06-02 18:52:17,42.4165,-122.8345,77.92,50,0,4.61,clear sky
364,Porbandar,IN,2022-06-02 18:53:21,21.6422,69.6093,81.3,80,67,15.21,broken clouds
365,Lethem,GY,2022-06-02 18:53:21,3.3803,-59.7968,86.02,65,65,5.88,broken clouds
366,Bonavista,CA,2022-06-02 18:53:21,48.6499,-53.1147,39.85,97,100,23.33,overcast clouds
367,Mitsamiouli,KM,2022-06-02 18:53:22,-11.3847,43.2844,78.24,69,6,15.46,clear sky
368,Pahrump,US,2022-06-02 18:51:48,36.2083,-115.9839,91.94,7,4,4.0,clear sky
369,Saint George,US,2022-06-02 18:52:32,37.1041,-113.5841,91.63,12,0,3.44,clear sky
370,Craig,US,2022-06-02 18:53:23,40.5153,-107.5464,67.39,26,19,3.27,few clouds
371,Vanimo,PG,2022-06-02 18:53:23,-2.6741,141.3028,77.63,89,12,6.64,few clouds
372,Mount Isa,AU,2022-06-02 18:49:34,-20.7333,139.5,64.17,59,87,2.3,overcast clouds
373,Pauini,BR,2022-06-02 18:53:24,-7.7136,-66.9764,81.72,85,100,0.54,overcast clouds
374,Fortuna,US,2022-06-02 18:53:24,40.5982,-124.1573,67.93,70,0,9.22,clear sky
375,Rapid Valley,US,2022-06-02 18:53:24,44.0625,-103.1463,69.6,29,0,11.99,clear sky
376,Port Blair,IN,2022-06-02 18:53:25,11.6667,92.75,80.64,89,75,2.3,mist
377,Monrovia,LR,2022-06-02 18:53:25,6.3005,-10.7969,79.93,83,47,9.24,light rain
378,Port Lincoln,AU,2022-06-02 18:53:25,-34.7333,135.8667,51.53,83,100,15.93,moderate rain
379,Puerto Escondido,MX,2022-06-02 18:53:26,15.85,-97.0667,84.42,68,100,7.58,overcast clouds
380,Plouzane,FR,2022-06-02 18:53:26,48.3833,-4.6167,69.98,54,0,11.5,clear sky
381,Santa Isabel Do Rio Negro,BR,2022-06-02 18:53:26,-0.4139,-65.0192,83.07,79,98,2.42,overcast clouds
382,Troitsko-Pechorsk,RU,2022-06-02 18:53:27,62.7084,56.1964,47.1,46,90,6.06,overcast clouds
383,Loughrea,IE,2022-06-02 18:53:27,53.1969,-8.5669,53.85,84,61,5.95,broken clouds
384,Guozhen,CN,2022-06-02 18:53:27,34.3659,107.359,73.9,65,12,3.71,few clouds
385,Codrington,AU,2022-06-02 18:53:28,-38.2667,141.9667,46.8,69,100,14.81,overcast clouds
386,Houston,US,2022-06-02 18:50:35,29.7633,-95.3633,93.31,62,0,13.8,clear sky
387,Hanzhong,CN,2022-06-02 18:53:28,33.0728,107.0303,70.61,82,39,0.47,scattered clouds
388,Mae Ramat,TH,2022-06-02 18:53:29,16.984,98.5166,74.05,99,100,0.87,overcast clouds
389,Burriana,ES,2022-06-02 18:53:29,39.889,-0.085,74.25,84,100,3.29,overcast clouds
390,Rio Grande,BR,2022-06-02 18:50:20,-32.035,-52.0986,59.11,65,100,9.89,overcast clouds
391,Srednekolymsk,RU,2022-06-02 18:53:30,67.45,153.6833,47.37,54,1,8.01,clear sky
392,Port Hueneme,US,2022-06-02 18:53:30,34.1478,-119.1951,92.19,71,0,12.66,haze
393,Pangnirtung,CA,2022-06-02 18:53:30,66.1451,-65.7125,39.2,75,20,8.05,few clouds
394,Iwaki,JP,2022-06-02 18:53:31,37.05,140.8833,59.02,96,100,3.87,overcast clouds
395,Los Llanos De Aridane,ES,2022-06-02 18:49:37,28.6585,-17.9182,67.75,77,40,10.36,scattered clouds
396,Mudgee,AU,2022-06-02 18:53:31,-32.5943,149.5871,36.79,93,92,1.3,overcast clouds
397,Nagothana,IN,2022-06-02 18:53:32,18.5333,73.1333,81.75,83,98,3.76,overcast clouds
398,Dutlwe,BW,2022-06-02 18:53:35,-23.9833,23.9,55.27,31,0,9.31,clear sky
399,Aklavik,CA,2022-06-02 18:53:36,68.2191,-135.0107,46.4,71,75,4.61,shower rain
400,Valparaiso,CL,2022-06-02 18:53:36,-33.0393,-71.6273,60.44,64,75,8.05,broken clouds
401,Salinopolis,BR,2022-06-02 18:53:36,-0.6136,-47.3561,83.73,69,97,8.99,overcast clouds
402,Valavanur,IN,2022-06-02 18:53:37,11.9209,79.5824,84.94,66,97,9.69,overcast clouds
403,Kyren,RU,2022-06-02 18:53:37,51.6828,102.1408,49.44,88,13,1.68,few clouds
404,Oriximina,BR,2022-06-02 18:53:38,-1.7656,-55.8661,82.2,81,74,1.03,broken clouds
405,Merauke,ID,2022-06-02 18:53:38,-8.4667,140.3333,77.09,90,96,8.84,overcast clouds
406,Swellendam,ZA,2022-06-02 18:53:38,-34.0226,20.4417,52.39,80,5,5.99,clear sky
407,Esso,RU,2022-06-02 18:53:39,55.9333,158.7,38.97,88,21,1.81,few clouds
408,Sinnamary,GF,2022-06-02 18:53:39,5.3833,-52.95,75.04,90,100,4.21,overcast clouds
409,Yaan,NG,2022-06-02 18:53:40,7.3833,8.5667,82.0,64,43,6.62,scattered clouds
410,Palu,ID,2022-06-02 18:54:40,-0.8917,119.8707,74.55,97,93,3.27,light rain
411,Bathsheba,BB,2022-06-02 18:54:41,13.2167,-59.5167,83.01,89,40,12.66,scattered clouds
412,Arraial Do Cabo,BR,2022-06-02 18:54:41,-22.9661,-42.0278,75.16,83,75,18.41,broken clouds
413,Maldonado,UY,2022-06-02 18:51:26,-34.6667,-54.9167,51.19,61,90,10.0,overcast clouds
414,Touros,BR,2022-06-02 18:52:13,-5.1989,-35.4608,81.57,73,100,9.26,overcast clouds
415,Reconquista,AR,2022-06-02 18:54:42,-29.15,-59.65,59.56,46,6,9.4,clear sky
416,Salto,UY,2022-06-02 18:52:20,-31.3833,-57.9667,57.36,55,0,9.22,clear sky
417,Ravar,IR,2022-06-02 18:54:42,31.2656,56.8055,78.91,13,0,7.36,clear sky
418,Talnakh,RU,2022-06-02 18:54:42,69.4865,88.3972,34.21,90,62,5.82,broken clouds
419,Poronaysk,RU,2022-06-02 18:54:43,49.2167,143.1167,40.08,95,100,5.32,overcast clouds
420,Baturaja,ID,2022-06-02 18:54:43,-4.1333,104.1667,70.86,96,15,2.73,moderate rain
421,Vilhena,BR,2022-06-02 18:54:43,-12.7406,-60.1458,84.42,54,75,4.61,broken clouds
422,Port-Cartier,CA,2022-06-02 18:54:44,50.0334,-66.8654,70.02,57,90,5.93,overcast clouds
423,Belaya Gora,RU,2022-06-02 18:54:44,68.5333,146.4167,41.61,63,100,8.66,overcast clouds
424,Ontario,US,2022-06-02 18:53:38,34.0633,-117.6509,93.87,46,0,5.75,clear sky
425,Jadu,LY,2022-06-02 18:54:45,31.953,12.0261,83.66,19,7,11.88,clear sky
426,Jijiga,ET,2022-06-02 18:54:45,9.35,42.8,63.25,83,28,13.31,scattered clouds
427,Da Nang,VN,2022-06-02 18:54:46,16.0678,108.2208,78.78,89,75,2.3,broken clouds
428,Lambarene,GA,2022-06-02 18:54:46,-0.7001,10.2406,77.14,88,67,0.38,light rain
429,Jining,CN,2022-06-02 18:54:46,35.405,116.5814,76.39,47,100,7.16,overcast clouds
430,Isangel,VU,2022-06-02 18:54:47,-19.55,169.2667,73.51,94,100,4.61,overcast clouds
431,Santa Maria,BR,2022-06-02 18:54:47,-29.6842,-53.8069,56.5,47,20,9.22,few clouds
432,Muzambinho,BR,2022-06-02 18:54:48,-21.3758,-46.5256,76.05,52,93,3.87,overcast clouds
433,Iranshahr,IR,2022-06-02 18:54:48,27.2025,60.6848,91.74,7,0,6.91,clear sky
434,Quatre Cocos,MU,2022-06-02 18:54:49,-20.2078,57.7625,73.51,71,30,10.63,scattered clouds
435,Krasnoselkup,RU,2022-06-02 18:54:49,65.7,82.4667,31.95,96,28,11.1,scattered clouds
436,Katsuura,JP,2022-06-02 18:54:49,35.1333,140.3,68.34,84,49,13.49,scattered clouds
437,Deputatskiy,RU,2022-06-02 18:54:50,69.3,139.9,38.82,79,100,3.2,overcast clouds
438,Meybod,IR,2022-06-02 18:54:50,32.2501,54.0166,84.22,12,0,3.04,clear sky
439,Kholmsk,RU,2022-06-02 18:54:50,47.0511,142.0569,41.92,93,100,10.56,overcast clouds
440,Dhidhdhoo,MV,2022-06-02 18:54:51,6.8833,73.1,82.22,79,100,17.11,overcast clouds
441,Papara,BR,2022-06-02 18:54:51,-3.9839,-38.7273,79.68,95,99,4.36,overcast clouds
442,Chatham,GB,2022-06-02 18:54:39,51.3789,0.5279,63.61,78,25,9.42,scattered clouds
443,Ulaangom,MN,2022-06-02 18:54:52,49.9811,92.0667,48.22,41,7,2.48,clear sky
444,Torquay,GB,2022-06-02 18:54:52,50.4638,-3.5143,62.58,73,6,4.0,clear sky
445,Strezhevoy,RU,2022-06-02 18:54:52,60.7333,77.5889,31.5,71,2,13.87,clear sky
446,Staraya Russa,RU,2022-06-02 18:54:53,57.9944,31.3608,59.27,67,100,10.22,overcast clouds
447,Ostersund,SE,2022-06-02 18:54:53,63.1792,14.6357,53.62,93,0,0.0,clear sky
448,Jiayuguan,CN,2022-06-02 18:54:53,39.8167,98.3,66.33,41,100,3.71,overcast clouds
449,Kemin,KG,2022-06-02 18:54:54,42.7846,75.6892,58.93,70,100,4.41,overcast clouds
450,Dudinka,RU,2022-06-02 18:54:54,69.4058,86.1778,34.63,94,85,10.69,overcast clouds
451,Alice Town,BS,2022-06-02 18:54:55,25.7167,-79.3,81.75,66,92,12.84,overcast clouds
452,Soyo,AO,2022-06-02 18:54:55,-6.1349,12.3689,74.5,87,6,6.89,clear sky
453,Barabai,ID,2022-06-02 18:54:55,-2.5833,115.3833,74.17,94,72,1.77,light rain
454,Ihosy,MG,2022-06-02 18:54:56,-22.4,46.1167,56.84,93,15,10.16,few clouds
455,Mana,GF,2022-06-02 18:54:56,5.6592,-53.7767,73.8,94,100,5.64,light rain
456,Sechura,PE,2022-06-02 18:55:57,-5.5569,-80.8222,76.69,54,21,11.41,few clouds
457,Samarai,PG,2022-06-02 18:55:57,-10.6167,150.6667,80.8,82,100,12.33,moderate rain
458,Matara,LK,2022-06-02 18:55:57,5.9485,80.5353,77.88,89,96,13.04,overcast clouds
459,Suzhou,CN,2022-06-02 18:55:58,31.3114,120.6181,71.24,87,94,10.38,overcast clouds
460,Hamilton,US,2022-06-02 18:51:33,39.1834,-84.5333,75.07,73,100,9.22,overcast clouds
461,Bajil,YE,2022-06-02 18:55:58,15.0584,43.2851,90.21,38,91,1.25,overcast clouds
462,Surt,LY,2022-06-02 18:55:59,31.2089,16.5887,75.15,70,0,10.96,clear sky
463,Haines Junction,CA,2022-06-02 18:55:59,60.7522,-137.5108,72.07,22,92,1.97,overcast clouds
464,Mirabad,AF,2022-06-02 18:55:59,30.4362,61.8383,87.15,12,0,21.65,clear sky
465,Chegdomyn,RU,2022-06-02 18:56:00,51.1167,133.0167,45.14,90,100,2.42,overcast clouds
466,Ondjiva,AO,2022-06-02 18:56:00,-17.0667,15.7333,58.66,36,2,7.81,clear sky
467,Wasilla,US,2022-06-02 18:56:01,61.5814,-149.4394,69.53,40,0,3.44,clear sky
468,Tadine,NC,2022-06-02 18:56:01,-21.55,167.8833,71.13,75,100,9.6,overcast clouds
469,Dabola,GN,2022-06-02 18:55:11,10.75,-11.1167,87.84,41,17,3.04,few clouds
470,Miraflores,MX,2022-06-02 18:56:01,19.2167,-98.8083,72.25,27,33,4.61,scattered clouds
471,Prince Rupert,CA,2022-06-02 18:51:08,54.3161,-130.3201,57.29,85,0,5.75,clear sky
472,Walvis Bay,NA,2022-06-02 18:56:03,-22.9575,14.5053,74.35,17,0,9.22,clear sky
473,Ituango,CO,2022-06-02 18:56:03,7.1712,-75.764,69.01,92,100,2.46,overcast clouds
474,Machaneng,BW,2022-06-02 18:56:03,-23.1862,27.4886,56.89,39,0,7.56,clear sky
475,Chuy,UY,2022-06-02 18:56:04,-33.6971,-53.4616,50.9,62,99,10.74,overcast clouds
476,Rincon,US,2022-06-02 18:54:34,32.296,-81.2354,97.86,47,11,1.01,few clouds
477,San Ramon,US,2022-06-02 18:52:21,37.7799,-121.978,84.65,44,0,10.36,clear sky
478,Sorland,NO,2022-06-02 18:56:04,67.667,12.6934,53.46,82,3,10.51,clear sky
479,Mazatlan,MX,2022-06-02 18:51:51,23.2167,-106.4167,83.01,79,43,3.0,scattered clouds
480,Verkhnevilyuysk,RU,2022-06-02 18:56:05,63.4453,120.3167,50.52,83,14,4.85,few clouds
481,Sakaiminato,JP,2022-06-02 18:56:06,35.55,133.2333,62.58,94,20,5.75,few clouds
482,Puerto Baquerizo Moreno,EC,2022-06-02 18:56:06,-0.9,-89.6,76.19,78,75,17.27,broken clouds
483,Altus,US,2022-06-02 18:56:06,34.6381,-99.334,71.98,71,100,5.75,overcast clouds
484,Paamiut,GL,2022-06-02 18:56:07,61.994,-49.6678,37.67,70,10,4.38,clear sky
485,Ibimirim,BR,2022-06-02 18:56:07,-8.5406,-37.6903,81.37,60,100,10.11,overcast clouds
486,Bodden Town,KY,2022-06-02 18:56:07,19.2833,-81.25,84.97,79,40,16.11,scattered clouds
487,Cantaura,VE,2022-06-02 18:56:08,9.3057,-64.3584,92.3,40,99,8.93,overcast clouds
488,Kjollefjord,NO,2022-06-02 18:56:08,70.9457,27.3465,55.45,59,18,12.01,few clouds
489,Brody,UA,2022-06-02 18:56:08,50.0879,25.1503,55.99,94,100,4.68,overcast clouds
490,Mujiayingzi,CN,2022-06-02 18:56:09,42.1167,118.7833,73.78,24,100,17.63,overcast clouds
491,Hastings,GB,2022-06-02 18:56:09,50.8552,0.5729,62.78,68,1,15.73,clear sky
492,Jiuquan,CN,2022-06-02 18:56:10,39.7432,98.5174,67.71,40,100,1.32,overcast clouds
493,Caxito,AO,2022-06-02 18:56:10,-8.5785,13.6643,69.64,96,6,2.68,clear sky
494,Nouadhibou,MR,2022-06-02 18:56:11,20.931,-17.0347,71.58,78,11,20.71,sand
495,Murakami,JP,2022-06-02 18:56:11,38.2333,139.4833,55.27,95,42,2.46,scattered clouds
496,Neiafu,TO,2022-06-02 18:56:11,-18.65,-173.9833,79.48,83,20,8.05,few clouds
497,Ferrol,ES,2022-06-02 18:56:12,43.4832,-8.2369,66.72,84,78,4.34,light rain
498,Luanda,AO,2022-06-02 18:56:12,-8.8368,13.2343,72.57,89,9,9.93,clear sky
499,Margate,GB,2022-06-02 18:56:12,51.3813,1.3862,59.11,72,17,4.0,few clouds
500,Westport,US,2022-06-02 18:54:51,41.1415,-73.3579,79.29,86,95,1.99,light rain
501,Shingu,JP,2022-06-02 18:56:13,33.7333,135.9833,63.12,90,2,5.19,clear sky
502,Syracuse,IT,2022-06-02 18:56:14,37.0881,15.2792,76.37,60,0,1.95,clear sky
503,Obo,CF,2022-06-02 18:57:14,5.3998,26.4869,73.63,78,68,3.09,broken clouds
504,Contamana,PE,2022-06-02 18:57:15,-7.3333,-75.0167,89.15,49,83,3.56,broken clouds
505,Varhaug,NO,2022-06-02 18:57:15,58.6147,5.6457,51.35,95,100,14.58,overcast clouds
506,Khani,GE,2022-06-02 18:57:15,41.9563,42.9566,62.17,93,76,1.48,broken clouds
507,Kenitra,MA,2022-06-02 18:57:16,34.261,-6.5802,70.56,70,0,9.24,clear sky
508,Kabalo,CD,2022-06-02 18:57:16,-6.05,26.9167,75.4,52,61,4.27,broken clouds
509,Sakakah,SA,2022-06-02 18:57:16,29.9697,40.2064,90.97,5,100,5.77,overcast clouds
510,Yulara,AU,2022-06-02 18:57:17,-25.2406,130.9889,51.84,76,22,12.08,few clouds
511,Port Moresby,PG,2022-06-02 18:57:17,-9.4431,147.1797,72.82,100,40,3.44,scattered clouds
512,Lavrentiya,RU,2022-06-02 18:57:18,65.5833,-171.0,40.12,82,56,5.7,broken clouds
513,Qujing,CN,2022-06-02 18:57:18,25.4833,103.7833,61.36,95,12,5.61,few clouds
514,Muzhi,RU,2022-06-02 18:57:18,65.3667,64.6667,35.78,48,0,13.2,clear sky
515,La Ronge,CA,2022-06-02 18:57:19,55.1001,-105.2842,59.22,15,20,19.57,few clouds
516,Gizo,SB,2022-06-02 18:57:19,-8.103,156.8419,81.14,78,99,8.77,light rain
517,Poli,TZ,2022-06-02 18:57:19,-3.3333,36.8,59.27,78,100,4.81,overcast clouds
518,Te Anau,NZ,2022-06-02 18:57:20,-45.4167,167.7167,40.06,90,61,4.07,broken clouds
519,Formosa,AR,2022-06-02 18:57:20,-26.1775,-58.1781,62.58,42,0,12.66,clear sky
520,Phan Thiet,VN,2022-06-02 18:56:54,10.9333,108.1,77.5,88,100,5.91,overcast clouds
521,Ortona,IT,2022-06-02 18:57:21,42.3496,14.4039,79.18,75,2,5.12,clear sky
522,General Roca,AR,2022-06-02 18:57:21,-39.0333,-67.5833,49.71,40,74,9.75,broken clouds
523,Buraydah,SA,2022-06-02 18:57:21,26.326,43.975,95.45,7,0,9.71,clear sky
524,Gorontalo,ID,2022-06-02 18:57:22,0.5412,123.0595,74.46,88,92,2.46,overcast clouds
525,Lorengau,PG,2022-06-02 18:57:22,-2.0226,147.2712,81.63,75,27,8.3,scattered clouds
526,Cuauhtemoc,MX,2022-06-02 18:57:23,28.4167,-106.8667,86.04,17,1,13.04,clear sky
